Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Potential_Yield,Yield_Gap,Gap_Trend
Rice,2015,Kharif     ,Puducherry,3817.0,12250,1980.6,602742.47,1259.61,2.273333333,3.5283333335,1.2550000005,-0.026797647981538435
Rice,2015,Rabi       ,Puducherry,8505.0,19587,1980.6,1343024.55,2806.65,2.47,3.5283333335,1.0583333334999998,-0.026797647981538435
Rice,2015,Summer     ,Puducherry,3941.0,12049,1980.6,622323.31,1300.53,2.225,3.5283333335,1.3033333335,-0.026797647981538435
Rice,2015,Autumn     ,Assam,191322.0,256729,2155.3,30211657.02,63136.26,1.398888889,2.4883846153999998,1.0894957263999998,-0.028511385842826392
Rice,2015,Summer     ,Assam,404982.0,1141336,2155.3,63950707.62,133644.06,2.488076923,2.4883846153999998,0.0003076923999998371,-0.028511385842826392
Rice,2015,Winter     ,Assam,1888683.0,3727039,2155.3,298241932.5,623265.39,1.965925926,2.4883846153999998,0.5224586893999998,-0.028511385842826392
Wheat,2015,Rabi       ,Assam,20975.0,24489,2155.3,3312162.25,6921.75,1.1756,1.2713466664000002,0.09574666640000018,-0.0038919316481200567
Rice,2015,Autumn     ,Meghalaya,33136.0,77453,3870.8,5232505.76,10934.88,2.551818182,2.5521818184,0.0003636363999999226,-0.04611595517529644
Rice,2015,Winter     ,Meghalaya,63670.0,160722,3870.8,10054129.7,21011.1,2.347272727,2.5521818184,0.2049090913999998,-0.04611595517529644
Rice,2015,Kharif     ,Goa,27730.0,78489,2587.1,4378844.3,9150.9,2.83,2.968,0.1379999999999999,-0.008664310092638022
Rice,2015,Rabi       ,Goa,13614.0,36579,2587.1,2149786.74,4492.62,2.76,2.968,0.20800000000000018,-0.008664310092638022
Rice,2015,Kharif     ,Karnataka,977005.0,2641669,1024.9,154278859.5,322411.65,2.525666667,2.9473214288,0.42165476180000017,-0.02526597494249578
Rice,2015,Rabi       ,Karnataka,29329.0,71420,1024.9,4631342.39,9678.57,2.456428571,2.9473214288,0.4908928578,-0.02526597494249578
Rice,2015,Summer     ,Karnataka,103711.0,307524,1024.9,16377004.01,34224.63,2.785769231,2.9473214288,0.16155219779999985,-0.02526597494249578
Wheat,2015,Rabi       ,Karnataka,173856.0,128988,1024.9,27453600.96,57372.48,0.854285714,1.0787142858,0.2244285718000001,-0.014056544149348503
Rice,2015,Autumn     ,Kerala,60418.0,160894,2602.9,9540606.38,19937.94,2.327692308,2.6717857145,0.34409340649999987,-0.015183233252785226
Rice,2015,Summer     ,Kerala,47334.0,144706,2602.9,7474511.94,15620.22,2.67,2.6717857145,0.0017857144999999797,-0.015183233252785226
Rice,2015,Winter     ,Kerala,89118.0,243675,2602.9,14072623.38,29408.94,2.370714286,2.6717857145,0.3010714284999998,-0.015183233252785226
Wheat,2015,Whole Year ,Kerala,2.0,3,2602.9,315.82,0.66,1.5,2.4000000000000004,0.9000000000000004,-0.23486486486486155
Rice,2015,Kharif     ,Tamil Nadu,2000212.0,7374681,1201.9,315853476.9,660069.96,4.061290323,4.2939447004,0.23265437740000028,-0.03916288575278614
Rice,2016,Kharif     ,Andhra Pradesh,1519656.0,5233690,890.0,232887282.0,531879.6,3.361538462,3.606538462,0.2450000000000001,-0.040348145789222745
Rice,2016,Kharif     ,Puducherry,3693.0,13151,1391.3,565952.25,1292.55,3.24,3.5283333335,0.2883333334999998,-0.026797647981538435
Rice,2016,Rabi       ,Puducherry,8412.0,23024,1391.3,1289139.0,2944.2,3.436666667,3.5283333335,0.0916666665000001,-0.026797647981538435
Rice,2016,Summer     ,Puducherry,4100.0,15989,1391.3,628325.0,1435.0,2.535,3.5283333335,0.9933333334999999,-0.026797647981538435
Rice,2016,Autumn     ,Assam,168044.0,228206,2296.8,25752743.0,58815.4,1.405185185,2.4883846153999998,1.0831994303999999,-0.028511385842826392
Rice,2016,Summer     ,Assam,408132.0,1131872,2296.8,62546229.0,142846.2,2.412692308,2.4883846153999998,0.07569230739999977,-0.028511385842826392
Rice,2016,Winter     ,Assam,1890960.0,3767357,2296.8,289789620.0,661836.0,1.996666667,2.4883846153999998,0.4917179483999998,-0.028511385842826392
Wheat,2016,Rabi       ,Assam,17452.0,23459,2296.8,2674519.0,6108.2,1.2684,1.2713466664000002,0.0029466664000001863,-0.0038919316481200567
Rice,2016,Winter     ,Meghalaya,63862.0,162180,3837.1,9786851.5,22351.7,2.359090909,2.5521818184,0.19309090939999995,-0.04611595517529644
Wheat,2016,Rabi       ,Meghalaya,456.0,878,3837.1,69882.0,159.6,1.632,1.6378,0.005800000000000027,-0.00508177570093457
Rice,2016,Kharif     ,Goa,27630.0,77109,3266.9,4234297.5,9670.5,2.795,2.968,0.17300000000000004,-0.008664310092638022
Rice,2016,Rabi       ,Goa,13193.0,36118,3266.9,2021827.25,4617.55,2.745,2.968,0.22299999999999986,-0.008664310092638022
Rice,2016,Kharif     ,Karnataka,942025.0,2611754,1147.2,144365331.3,329708.75,2.529666667,2.9473214288,0.41765476180000016,-0.02526597494249578
Rice,2016,Rabi       ,Karnataka,18686.0,49615,1147.2,2863629.5,6540.1,2.525333333,2.9473214288,0.4219880958000002,-0.02526597494249578
Rice,2016,Summer     ,Karnataka,73832.0,212837,1147.2,11314754.0,25841.2,2.852692308,2.9473214288,0.09462912080000008,-0.02526597494249578
Wheat,2016,Rabi       ,Karnataka,168242.0,171429,1147.2,25783086.5,58884.7,0.944285714,1.0787142858,0.1344285718,-0.014056544149348503
Rice,2016,Autumn     ,Kerala,56601.0,167181,2924.3,8674103.25,19810.35,2.524615385,2.6717857145,0.14717032949999975,-0.015183233252785226
Rice,2016,Summer     ,Kerala,42544.0,127905,2924.3,6519868.0,14890.4,2.534285714,2.6717857145,0.13750000049999977,-0.015183233252785226
Rice,2016,Winter     ,Kerala,72253.0,141397,2924.3,11072772.25,25288.55,2.102142857,2.6717857145,0.5696428574999999,-0.015183233252785226
Wheat,2016,Whole Year ,Kerala,1.0,1,2924.3,153.25,0.35,1.0,2.4000000000000004,1.4000000000000004,-0.23486486486486155
Rice,2016,Kharif     ,Tamil Nadu,1442841.0,3554113,912.4,221115383.3,504994.35,3.068387097,4.2939447004,1.2255576034,-0.03916288575278614
Rice,2017,Kharif     ,Andhra Pradesh,1476928.0,4941933,868.2,232527544.3,561232.64,3.25,3.606538462,0.35653846200000006,-0.040348145789222745
Wheat,2017,Kharif     ,Andhra Pradesh,11.0,8,868.2,1731.84,4.18,0.85,1.2896666668999999,0.4396666668999999,0.0010057755036590808
Wheat,2017,Rabi       ,Andhra Pradesh,38.0,27,868.2,5982.72,14.44,0.716666667,1.2896666668999999,0.5729999998999998,0.0010057755036590808
Rice,2017,Kharif     ,Puducherry,4325.0,15281,1582.4,680928.0,1643.5,3.256666667,3.5283333335,0.2716666664999998,-0.026797647981538435
Rice,2017,Rabi       ,Puducherry,8749.0,25188,1582.4,1377442.56,3324.62,3.27,3.5283333335,0.2583333335,-0.026797647981538435
Rice,2017,Summer     ,Puducherry,4297.0,15518,1582.4,676519.68,1632.86,2.85,3.5283333335,0.6783333334999999,-0.026797647981538435
Rice,2017,Autumn     ,Assam,154511.0,209349,2098.563636,24326211.84,58714.18,1.418148148,2.4883846153999998,1.0702364673999998,-0.028511385842826392
Rice,2017,Winter     ,Assam,1878798.0,3883120,2098.563636,295797957.1,713943.24,2.063703704,2.4883846153999998,0.42468091139999986,-0.028511385842826392
Rice,2017,Autumn     ,Meghalaya,33575.0,78848,4472.3,5286048.0,12758.5,2.551818182,2.5521818184,0.0003636363999999226,-0.04611595517529644
Rice,2017,Winter     ,Meghalaya,63883.0,162272,4472.3,10057739.52,24275.54,2.36,2.5521818184,0.19218181839999993,-0.04611595517529644
Wheat,2017,Rabi       ,Meghalaya,460.0,887,4472.3,72422.4,174.8,1.636,1.6378,0.0018000000000000238,-0.00508177570093457
Rice,2017,Kharif     ,Goa,27219.0,71279,2772.5,4285359.36,10343.22,2.635,2.968,0.3330000000000002,-0.008664310092638022
Rice,2017,Rabi       ,Goa,11301.0,31718,2772.5,1779229.44,4294.38,2.855,2.968,0.11299999999999999,-0.008664310092638022
Rice,2017,Kharif     ,Karnataka,737547.0,2123100,1111.7,116119399.7,280267.86,2.9,2.9473214288,0.04732142880000012,-0.02526597494249578
Rice,2017,Rabi       ,Karnataka,30634.0,81726,1111.7,4823016.96,11640.92,2.773076923,2.9473214288,0.17424450579999995,-0.02526597494249578
Wheat,2017,Rabi       ,Karnataka,193338.0,219087,1111.7,30439134.72,73468.44,1.065333333,1.0787142858,0.013380952799999957,-0.014056544149348503
Rice,2017,Autumn     ,Kerala,58278.0,148913,2664.8,9175288.32,22145.64,2.217692308,2.6717857145,0.45409340649999974,-0.015183233252785226
Rice,2017,Winter     ,Kerala,81115.0,218934,2664.8,12770745.6,30823.7,2.483571429,2.6717857145,0.18821428549999997,-0.015183233252785226
Wheat,2017,Whole Year ,Kerala,1.0,1,2664.8,157.44,0.38,1.0,2.4000000000000004,1.4000000000000004,-0.23486486486486155
Rice,2017,Autumn     ,Tamil Nadu,235255.0,906616,970.9,37038547.2,89396.9,3.967857143,4.2939447004,0.32608755740000017,-0.03916288575278614
Rice,2017,Winter     ,Tamil Nadu,1317338.0,4497284,970.9,207401694.7,500588.44,4.139,4.2939447004,0.15494470039999975,-0.03916288575278614
Rice,2018,Kharif     ,Andhra Pradesh,1563887.0,5243250,1220.5,253662471.4,547360.45,3.263846154,3.606538462,0.34269230800000017,-0.040348145789222745
Wheat,2018,Rabi       ,Andhra Pradesh,102.0,19,1220.5,16544.4,35.7,0.095,1.2896666668999999,1.1946666669,0.0010057755036590808
Rice,2018,Kharif     ,Puducherry,4298.0,16082,1693.9,697135.6,1504.3,3.373333333,3.5283333335,0.15500000049999985,-0.026797647981538435
Rice,2018,Summer     ,Puducherry,4515.0,16626,1693.9,732333.0,1580.25,2.885,3.5283333335,0.6433333335000002,-0.026797647981538435
Rice,2018,Autumn     ,Assam,144766.0,209122,2372.9,23481045.2,50668.1,1.492592593,2.4883846153999998,0.9957920223999999,-0.028511385842826392
Rice,2018,Winter     ,Assam,1879539.0,4082738,2372.9,304861225.8,657838.65,2.15,2.4883846153999998,0.33838461539999987,-0.028511385842826392
Rice,2018,Autumn     ,Meghalaya,33494.0,78214,5649.1,5432726.8,11722.9,2.545454545,2.5521818184,0.006727273399999678,-0.04611595517529644
Rice,2018,Winter     ,Meghalaya,63814.0,161706,5649.1,10350630.8,22334.9,2.352727273,2.5521818184,0.19945454539999963,-0.04611595517529644
Rice,2018,Kharif     ,Goa,25841.0,70272,4406.0,4191410.2,9044.35,2.72,2.968,0.24799999999999978,-0.008664310092638022
Rice,2018,Rabi       ,Goa,10543.0,28582,4406.0,1710074.6,3690.05,2.72,2.968,0.24799999999999978,-0.008664310092638022
Rice,2018,Kharif     ,Karnataka,1037158.0,2949318,1419.1,168227027.6,363005.3,2.637,2.9473214288,0.3103214288,-0.02526597494249578
Rice,2018,Rabi       ,Karnataka,11442.0,28334,1419.1,1855892.4,4004.7,2.480833333,2.9473214288,0.46648809579999995,-0.02526597494249578
Rice,2018,Summer     ,Karnataka,150993.0,484330,1419.1,24491064.6,52847.55,2.9272,2.9473214288,0.020121428800000007,-0.02526597494249578
Wheat,2018,Rabi       ,Karnataka,157525.0,163113,1419.1,25550555.0,55133.75,0.960740741,1.0787142858,0.11797354480000011,-0.014056544149348503
Rice,2018,Autumn     ,Kerala,60718.46,101943,2989.7,9848534.212,21251.461,1.565384615,2.6717857145,1.1064010995,-0.015183233252785226
Wheat,2018,Whole Year ,Kerala,1.4,2,2989.7,227.08,0.49,1.45,2.4000000000000004,0.9500000000000004,-0.23486486486486155
Rice,2018,Autumn     ,Tamil Nadu,279647.0,1198496,986.2,45358743.4,97876.45,4.184827586,4.2939447004,0.10911711440000005,-0.03916288575278614
Rice,2018,Summer     ,Tamil Nadu,236904.0,992095,986.2,38425828.8,82916.4,3.997333333,4.2939447004,0.29661136740000016,-0.03916288575278614
Rice,2018,Winter     ,Tamil Nadu,1204714.0,3940959,986.2,195404610.8,421649.9,3.749032258,4.2939447004,0.5449124423999998,-0.03916288575278614
Rice,2019,Kharif     ,Andhra Pradesh,1526425.0,5342033,899.2,262178758.0,564777.25,3.517692308,3.606538462,0.08884615400000007,-0.040348145789222745
Wheat,2019,Rabi       ,Andhra Pradesh,37.0,11,899.2,6355.12,13.69,0.155,1.2896666668999999,1.1346666668999998,0.0010057755036590808
Rice,2019,Kharif     ,Puducherry,4323.0,15171,1317.0,742518.48,1599.51,3.216666667,3.5283333335,0.31166666649999986,-0.026797647981538435
Rice,2019,Autumn     ,Assam,127223.0,193215,2084.7,21851822.48,47072.51,1.464814815,2.4883846153999998,1.0235698003999998,-0.028511385842826392
Rice,2019,Winter     ,Assam,1878208.0,3996018,2084.7,322601006.1,694936.96,2.137037037,2.4883846153999998,0.35134757839999997,-0.028511385842826392
Rice,2019,Autumn     ,Meghalaya,33480.0,78074,3844.4,5750524.8,12387.6,2.510909091,2.5521818184,0.04127272739999999,-0.04611595517529644
Rice,2019,Winter     ,Meghalaya,63889.0,162321,3844.4,10973574.64,23638.93,2.36,2.5521818184,0.19218181839999993,-0.04611595517529644
Rice,2019,Kharif     ,Goa,24411.0,60556,4489.5,4192833.36,9032.07,2.475,2.968,0.4929999999999999,-0.008664310092638022
Rice,2019,Rabi       ,Goa,10287.0,29819,4489.5,1766895.12,3806.19,2.95,2.968,0.017999999999999794,-0.008664310092638022
Rice,2019,Kharif     ,Karnataka,964087.0,3088937,1422.3,165591583.1,356712.19,2.924,2.9473214288,0.0233214288000001,-0.02526597494249578
Rice,2019,Rabi       ,Karnataka,11266.0,31038,1422.3,1935048.16,4168.42,2.881428571,2.9473214288,0.0658928578000002,-0.02526597494249578
Rice,2019,Summer     ,Karnataka,272701.0,827998,1422.3,46839123.76,100899.37,2.86862069,2.9473214288,0.07870073879999984,-0.02526597494249578
Rice,2019,Autumn     ,Kerala,55895.0,145076,3119.2,9600525.2,20681.15,1.949230769,2.6717857145,0.7225549455,-0.015183233252785226
Rice,2019,Winter     ,Kerala,81279.0,247879,3119.2,13960481.04,30073.23,2.503571429,2.6717857145,0.16821428549999995,-0.015183233252785226
Wheat,2019,Whole Year ,Kerala,1.0,2,3119.2,171.76,0.37,2.0,2.4000000000000004,0.40000000000000036,-0.23486486486486155
Rice,2019,Autumn     ,Tamil Nadu,206535.0,847692,910.1,35474451.6,76417.95,4.077241379,4.2939447004,0.21670332139999982,-0.03916288575278614
Rice,2019,Summer     ,Tamil Nadu,339990.0,1463054,910.1,58396682.4,125796.3,4.095,4.2939447004,0.19894470040000023,-0.03916288575278614
Rice,2019,Winter     ,Tamil Nadu,1360882.0,4954415,910.1,233745092.3,503526.34,3.818387097,4.2939447004,0.4755576034,-0.03916288575278614
Wheat,1997,Rabi       ,Odisha,5162.0,6360,1496.6,491267.54,1600.22,0.856666667,1.6570158734,0.8003492064,-0.013329642350231633
Rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,927.5,226742525.0,738575.0,1.99173913,3.606538462,1.614799332,-0.040348145789222745
Rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,927.5,106371509.0,346487.0,2.64,3.606538462,0.9665384619999999,-0.040348145789222745
Wheat,1997,Rabi       ,Andhra Pradesh,11000.0,6000,927.5,1046870.0,3410.0,0.55375,1.2896666668999999,0.7359166668999999,0.0010057755036590808
Rice,1997,Autumn     ,Bihar,749671.0,892725,1303.7,71346189.07,232398.01,1.102244898,2.4173135014000002,1.3150686034000003,-0.03139790996179946
Rice,1997,Summer     ,Bihar,124429.0,236446,1303.7,11841907.93,38572.99,1.683265306,2.4173135014000002,0.7340481954000002,-0.03139790996179946
Rice,1997,Winter     ,Bihar,4238204.0,6004120,1303.7,403349874.7,1313843.24,1.354363636,2.4173135014000002,1.0629498654000002,-0.03139790996179946
Wheat,1997,Rabi       ,Bihar,2067610.0,4048699,1303.7,196774443.7,640959.1,1.811090909,2.8600526312000003,1.0489617222000003,-0.03770118343832975
Rice,1997,Whole Year ,Gujarat,672600.0,1042300,798.9,64011342.0,208506.0,1.665,3.1420606064,1.4770606063999998,-0.03721874456602503
Wheat,1997,Rabi       ,Gujarat,694000.0,1647100,798.9,66047980.0,215140.0,2.36,3.0332275,0.6732275000000003,-0.029867610732680034
Wheat,1997,Rabi       ,Madhya Pradesh,4507600.0,7088900,1189.1,428988292.0,1397356.0,1.475681818,3.2639607844,1.7882789664,-0.07945078682031362
Rice,1997,Summer     ,Maharashtra,329.0,646,1156.1,31310.93,101.99,2.018888889,2.5297916665,0.5109027775000001,-0.004910060240706449
Wheat,1997,Rabi       ,Maharashtra,747300.0,670600,1156.1,71120541.0,231663.0,0.8476,1.6967999998,0.8491999998,-0.014068680620906084
Rice,1997,Whole Year ,Mizoram,68114.0,110573,2644.2,6482409.38,21115.34,1.6,2.3105,0.7105000000000001,-0.013935060165558935
Wheat,1997,Rabi       ,Mizoram,22.0,11,2644.2,2093.74,6.82,0.5,1.258,0.758,-0.19000000000001477
Rice,1997,Kharif     ,Punjab,2281000.0,7904000,690.1,217082770.0,707110.0,3.476470588,4.0065545456,0.5300839576,-0.030264221302923056
Wheat,1997,Rabi       ,Punjab,3300000.0,12715000,690.1,314061000.0,1023000.0,3.781176471,5.0055454544,1.2243689833999998,-0.029615890455251995
Rice,1997,Kharif     ,Uttar Pradesh,5726527.0,12262794,473.9,544993574.6,1775223.37,2.037,2.5863199999,0.5493199999000002,-0.022382130578575948
Rice,1997,Summer     ,Uttar Pradesh,6607.0,18281,473.9,628788.19,2048.17,2.202903226,2.5863199999,0.38341677390000006,-0.022382130578575948
Wheat,1997,Rabi       ,Uttar Pradesh,9152928.0,22830886,473.9,871084157.8,2837407.68,2.416,3.631626667,1.215626667,-0.0330016622187964
Rice,1998,Kharif     ,Andhra Pradesh,2812400.0,7005800,1048.3,277865120.0,815596.0,2.47,3.606538462,1.1365384619999999,-0.040348145789222745
Rice,1998,Rabi       ,Andhra Pradesh,1504200.0,4872200,1048.3,148614960.0,436218.0,2.986086957,3.606538462,0.6204515050000001,-0.040348145789222745
Wheat,1998,Rabi       ,Andhra Pradesh,11500.0,6400,1048.3,1136200.0,3335.0,0.468888889,1.2896666668999999,0.8207777778999998,0.0010057755036590808
Rice,1998,Summer     ,Bihar,132836.0,270992,1332.5,13124196.8,38522.44,1.765777778,2.4173135014000002,0.6515357234000003,-0.03139790996179946
Rice,1998,Winter     ,Bihar,4234443.0,5722449,1332.5,418362968.4,1227988.47,1.242909091,2.4173135014000002,1.1744044104000002,-0.03139790996179946
Wheat,1998,Rabi       ,Bihar,2121335.0,4403655,1332.5,209587898.0,615187.15,1.889272727,2.8600526312000003,0.9707799042000003,-0.03770118343832975
Rice,1998,Kharif     ,Gujarat,622100.0,1015900,775.6,61463480.0,180409.0,1.695384615,3.1420606064,1.4466759913999998,-0.03721874456602503
Wheat,1998,Rabi       ,Gujarat,705400.0,1702600,775.6,69693520.0,204566.0,2.425263158,3.0332275,0.6079643420000003,-0.029867610732680034
Rice,1998,Kharif     ,Haryana,1086694.0,2432000,687.6,107365367.2,315141.26,2.286666667,3.0865714284,0.7999047614000001,-0.02539124459924147
Wheat,1998,Rabi       ,Haryana,2185662.0,8563000,687.6,215943405.6,633841.98,3.825789474,4.736900433,0.9111109589999997,-0.037498547764244536
Rice,1998,Kharif     ,Himachal Pradesh,82125.0,116997,1381.6,8113950.0,23816.25,1.455454545,1.6833636360000002,0.22790909100000012,-0.008601833320900254
Wheat,1998,Rabi       ,Himachal Pradesh,379718.0,481267,1381.6,37516138.4,110118.22,1.363333333,1.8347499997,0.47141666670000015,-0.006310316858826909
Rice,1998,Kharif     ,Madhya Pradesh,5438800.0,3346300,962.7,537353440.0,1577252.0,0.586785714,1.8426666667,1.2558809527,-0.04386481251071414
Wheat,1998,Rabi       ,Madhya Pradesh,4577900.0,8179600,962.7,452296520.0,1327591.0,1.618983051,3.2639607844,1.6449777334,-0.07945078682031362
Rice,1998,Kharif     ,Maharashtra,1445700.0,2395100,1314.8,142835160.0,419253.0,1.267241379,2.5297916665,1.2625502875,-0.004910060240706449
Rice,1998,Summer     ,Maharashtra,37400.0,72500,1314.8,3695120.0,10846.0,2.053333333,2.5297916665,0.4764583335000001,-0.004910060240706449
Wheat,1998,Rabi       ,Maharashtra,1015500.0,1308500,1314.8,100331400.0,294495.0,1.265,1.6967999998,0.43179999980000017,-0.014068680620906084
Rice,1998,Kharif     ,Punjab,2519000.0,7940000,588.6,248877200.0,730510.0,3.099411765,4.0065545456,0.9071427806000001,-0.030264221302923056
Wheat,1998,Rabi       ,Punjab,3338000.0,14460000,588.6,329794400.0,968020.0,4.298823529,5.0055454544,0.7067219254000001,-0.029615890455251995
Rice,1998,Kharif     ,Tamil Nadu,2386399.0,8215286,1077.1,235776221.2,692055.71,3.445,4.2939447004,0.8489447004000001,-0.03916288575278614
Rice,1998,Kharif     ,Tripura,255487.0,491430,2472.9,25242115.6,74091.23,1.8775,3.109,1.2315,-0.007632106413994544
Wheat,1998,Rabi       ,Tripura,1110.0,2100,2472.9,109668.0,321.9,1.9025,2.2276428568,0.3251428568000001,-0.0058513337031468006
Rice,1998,Kharif     ,Uttar Pradesh,5875153.0,11374070,743.4,580465116.4,1703794.37,1.865060241,2.5863199999,0.7212597589000003,-0.022382130578575948
Rice,1998,Summer     ,Uttar Pradesh,5629.0,12643,743.4,556145.2,1632.41,2.015172414,2.5863199999,0.5711475859000004,-0.022382130578575948
Wheat,1998,Rabi       ,Uttar Pradesh,9317904.0,23465191,743.4,920608915.2,2702192.16,2.37373494,3.631626667,1.257891727,-0.0330016622187964
Rice,1999,Kharif     ,Bihar,744230.0,862282,1402.7,78985129.9,200942.1,1.061666667,2.4173135014000002,1.3556468344000003,-0.03139790996179946
Rice,1999,Summer     ,Bihar,124874.0,246807,1402.7,13252877.62,33715.98,1.700666667,2.4173135014000002,0.7166468344000003,-0.03139790996179946
Wheat,1999,Rabi       ,Bihar,2080847.0,4583515,1402.7,220840292.1,561828.69,2.113513514,2.8600526312000003,0.7465391172000002,-0.03770118343832975
Rice,1999,Kharif     ,Gujarat,664400.0,984900,458.9,70512772.0,179388.0,1.510714286,3.1420606064,1.6313463203999998,-0.03721874456602503
Wheat,1999,Rabi       ,Gujarat,482100.0,1020000,458.9,51165273.0,130167.0,2.239473684,3.0332275,0.7937538160000002,-0.029867610732680034
Rice,1999,Kharif     ,Haryana,1083052.0,2563000,344.0,114944308.8,292424.04,2.235,3.0865714284,0.8515714284000002,-0.02539124459924147
Wheat,1999,Rabi       ,Haryana,2316531.0,9650000,344.0,245853435.0,625463.37,4.054210526,4.736900433,0.6826899069999994,-0.037498547764244536
Rice,1999,Kharif     ,Himachal Pradesh,80222.0,120365,1144.9,8513960.86,21659.94,1.55,1.6833636360000002,0.13336363600000012,-0.008601833320900254
Wheat,1999,Rabi       ,Himachal Pradesh,370587.0,583300,1144.9,39330398.31,100058.49,1.5775,1.8347499997,0.2572499997000002,-0.006310316858826909
Rice,1999,Kharif     ,Karnataka,1096198.0,2678951,1203.8,116339493.7,295973.46,2.292962963,2.9473214288,0.6543584658000001,-0.02526597494249578
Rice,1999,Rabi       ,Karnataka,52778.0,107289,1203.8,5601329.14,14250.06,2.079285714,2.9473214288,0.8680357148,-0.02526597494249578
Rice,1999,Summer     ,Karnataka,300820.0,930490,1203.8,31926026.6,81221.4,2.7336,2.9473214288,0.2137214288,-0.02526597494249578
Wheat,1999,Rabi       ,Karnataka,261275.0,217613,1203.8,27729115.75,70544.25,0.880555556,1.0787142858,0.19815872980000004,-0.014056544149348503
Rice,1999,Kharif     ,Madhya Pradesh,5514025.0,6663769,1222.9,585203473.3,1488786.75,1.110508475,1.8426666667,0.7321581917,-0.04386481251071414
Wheat,1999,Rabi       ,Madhya Pradesh,4661524.0,8685197,1222.9,494727542.1,1258611.48,1.877777778,3.2639607844,1.3861830064,-0.07945078682031362
Rice,1999,Kharif     ,Maharashtra,1457100.0,2466400,1166.5,154642023.0,393417.0,1.211935484,2.5297916665,1.3178561825,-0.004910060240706449
Rice,1999,Summer     ,Maharashtra,41400.0,82900,1166.5,4393782.0,11178.0,2.081,2.5297916665,0.4487916665,-0.004910060240706449
Wheat,1999,Rabi       ,Maharashtra,1041800.0,1425900,1166.5,110566234.0,281286.0,1.299655172,1.6967999998,0.39714482780000004,-0.014068680620906084
Rice,1999,Kharif     ,Nagaland,148000.0,222000,1782.2,15707240.0,39960.0,1.484285714,2.703333333,1.2190476189999997,-0.05846861003677185
Rice,1999,Autumn     ,Odisha,797000.0,743000,1484.3,84585610.0,215190.0,0.971333333,2.5893733770000003,1.6180400440000002,-0.028418741316709618
Rice,1999,Summer     ,Odisha,381810.0,912040,1484.3,40521495.3,103088.7,2.073333333,2.5893733770000003,0.5160400440000004,-0.028418741316709618
Rice,1999,Winter     ,Odisha,3423000.0,3532000,1484.3,363282990.0,924210.0,1.142666667,2.5893733770000003,1.4467067100000002,-0.028418741316709618
Wheat,1999,Rabi       ,Odisha,18540.0,24850,1484.3,1967650.2,5005.8,1.351333333,1.6570158734,0.3056825404000001,-0.013329642350231633
Rice,1999,Kharif     ,Punjab,2604000.0,8716000,364.4,276362520.0,703080.0,3.332352941,4.0065545456,0.6742016046000003,-0.030264221302923056
Wheat,1999,Rabi       ,Punjab,3388000.0,15910000,364.4,359568440.0,914760.0,4.651764706,5.0055454544,0.3537807484000002,-0.029615890455251995
Rice,1999,Kharif     ,Tamil Nadu,2204046.0,7225373,922.8,233915402.0,595092.42,3.499642857,4.2939447004,0.7943018434,-0.03916288575278614
Rice,1999,Kharif     ,Uttar Pradesh,6079822.0,13230539,883.4,645251508.9,1641551.94,1.991707317,2.5863199999,0.5946126829000002,-0.022382130578575948
Rice,1999,Summer     ,Uttar Pradesh,6052.0,16186,883.4,642298.76,1634.04,2.190384615,2.5863199999,0.3959353849,-0.022382130578575948
Wheat,1999,Rabi       ,Uttar Pradesh,9381878.0,26050768,883.4,995698712.1,2533107.06,2.636419753,3.631626667,0.9952069139999997,-0.0330016622187964
Rice,2000,Autumn     ,Bihar,2939790.0,4444354,1207.0,288599184.3,764345.4,1.399189189,2.4173135014000002,1.0181243124000001,-0.03139790996179946
Rice,2000,Kharif     ,Bihar,591705.0,786858,1207.0,58087679.85,153843.3,1.310645161,2.4173135014000002,1.1066683404000002,-0.03139790996179946
Rice,2000,Summer     ,Bihar,125349.0,213158,1207.0,12305511.33,32590.74,1.590645161,2.4173135014000002,0.8266683404000001,-0.03139790996179946
Wheat,2000,Rabi       ,Bihar,2067333.0,4437958,1207.0,202950080.6,537506.58,2.073513514,2.8600526312000003,0.7865391172000002,-0.03770118343832975
Rice,2000,Kharif     ,Chhattisgarh,3769746.0,2369295,896.4,370075964.8,980133.96,0.6575,1.9303095241,1.2728095241,-0.03818290138278522
Wheat,2000,Rabi       ,Chhattisgarh,77844.0,79488,896.4,7641945.48,20239.44,1.214375,1.6692307694000001,0.45485576940000016,-0.026485417028806763
Rice,2000,Kharif     ,Gujarat,583500.0,472600,379.7,57282195.0,151710.0,0.8725,3.1420606064,2.2695606064,-0.03721874456602503
Wheat,2000,Rabi       ,Gujarat,286100.0,649000,379.7,28086437.0,74386.0,2.346842105,3.0332275,0.6863853950000003,-0.029867610732680034
Rice,2000,Kharif     ,Haryana,1054282.0,2695000,383.7,103498863.9,274113.32,2.443157895,3.0865714284,0.6434135334,-0.02539124459924147
Wheat,2000,Rabi       ,Haryana,2354779.0,9669000,383.7,231168654.4,612242.54,3.990526316,4.736900433,0.7463741169999998,-0.037498547764244536
